Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,lag_1,lag_4,lag_12,rolling_mean_4
5,2011-02-18,356622.61,0,58.83,3.045,213.8068304,6.634,311590.54,275313.34,488362.61,298901.36750000005
5,2011-02-25,294659.5,0,63.35,3.065,214.0955503,6.634,356622.61,279088.39,344490.88,319228.685
5,2011-03-04,329033.66,0,60.35,3.288,214.3842702,6.634,294659.5,329613.2,352811.53,323121.4625
5,2011-03-11,293098.1,0,55.74,3.459,214.6729901,6.634,329033.66,311590.54,367801.19,322976.5775
5,2011-03-18,312177.67,0,64.31,3.488,214.9257339,6.634,293098.1,356622.61,466010.25,318353.46749999997
5,2011-03-25,294732.5,0,70.71,3.473,215.1640872,6.634,312177.67,294659.5,298180.18,307242.2325
5,2011-04-01,314316.55,0,61.5,3.524,215.4024406,6.489,294732.5,329033.66,286347.26,307260.4825
5,2011-04-08,307333.62,0,69.64,3.622,215.6407939,6.489,314316.55,293098.1,260636.71,303581.205
5,2011-04-15,307913.58,0,72.02,3.743,215.8592673,6.489,307333.62,312177.67,275313.34,307140.08499999996
5,2011-04-22,328415.44,0,74.34,3.807,216.0280407,6.489,307913.58,294732.5,279088.39,306074.0625
5,2011-04-29,307291.56,0,74.75,3.81,216.1968142,6.489,328415.44,314316.55,329613.2,314494.7975
5,2011-05-06,322904.68,0,66.27,3.906,216.3655877,6.489,307291.56,307333.62,311590.54,312738.55
5,2011-05-13,290930.01,0,77.38,3.899,216.5343611,6.489,322904.68,307913.58,356622.61,316631.315
5,2011-05-20,299614.33,0,71.37,3.907,216.3023847,6.489,290930.01,328415.44,294659.5,312385.4225
5,2011-05-27,297149.69,0,80.14,3.786,216.0704083,6.489,299614.33,307291.56,329033.66,305185.145
5,2011-06-03,329183.92,0,83.81,3.699,215.8384319,6.489,297149.69,322904.68,293098.1,302649.6775
5,2011-06-10,304984.14,0,83.61,3.648,215.6064555,6.489,329183.92,290930.01,312177.67,304219.48750000005
5,2011-06-17,304811.82,0,86.84,3.637,215.560463,6.489,304984.14,299614.33,294732.5,307733.02
5,2011-06-24,302881.64,0,84.76,3.594,215.6539583,6.489,304811.82,297149.69,314316.55,309032.3925
5,2011-07-01,327093.89,0,85.81,3.524,215.7474537,6.529,302881.64,329183.92,307333.62,310465.38
5,2011-07-08,310804.93,0,86.64,3.48,215.8409491,6.529,327093.89,304984.14,307913.58,309942.8725
5,2011-07-15,283248.62,0,88.64,3.575,215.9250696,6.529,310804.93,304811.82,328415.44,311398.07
5,2011-07-22,292539.73,0,86.97,3.651,215.985753,6.529,283248.62,302881.64,307291.56,306007.27
5,2011-07-29,275142.17,0,89.42,3.682,216.0464364,6.529,292539.73,327093.89,322904.68,303421.7925
5,2011-08-05,317738.56,0,91.07,3.684,216.1071198,6.529,275142.17,310804.93,290930.01,290433.8625
5,2011-08-12,289886.16,0,90.16,3.638,216.1678032,6.529,317738.56,283248.62,299614.33,292167.27
5,2011-08-19,303643.84,0,89.35,3.554,216.2311855,6.529,289886.16,292539.73,297149.69,293826.65499999997
5,2011-08-26,310338.17,0,89.18,3.523,216.2950176,6.529,303643.84,275142.17,329183.92,296602.6825
5,2011-09-02,315645.53,0,90.38,3.533,216.3588498,6.529,310338.17,317738.56,304984.14,305401.6825
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529,315645.53,289886.16,304811.82,304878.425
5,2011-09-16,278529.71,0,83.55,3.526,216.6033083,6.529,321110.22,303643.84,302881.64,312684.44
5,2011-09-23,291024.98,0,78.01,3.467,216.9396605,6.529,278529.71,310338.17,327093.89,306405.9075
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529,291024.98,315645.53,310804.93,301577.61
5,2011-10-07,309111.47,0,71.64,3.285,217.6123648,6.3,292315.38,321110.22,283248.62,295745.0725
5,2011-10-14,286117.72,0,72.36,3.274,217.9237458,6.3,309111.47,278529.71,292539.73,292745.385
5,2011-10-21,306069.18,0,66.9,3.353,218.0852999,6.3,286117.72,291024.98,275142.17,294642.38749999995
5,2011-10-28,307035.11,0,69.27,3.372,218.2468539,6.3,306069.18,292315.38,317738.56,298403.4375
5,2011-11-04,353652.23,0,56.71,3.332,218.408408,6.3,307035.11,309111.47,289886.16,302083.37
5,2011-11-11,311906.7,0,60.71,3.297,218.5699621,6.3,353652.23,286117.72,303643.84,313218.56
5,2011-11-18,307944.37,0,64.33,3.308,218.793912,6.3,311906.7,306069.18,310338.17,319665.805
5,2011-11-25,507900.07,1,61.93,3.236,219.0428204,6.3,307944.37,307035.11,315645.53,320134.60250000004
5,2011-12-02,376225.61,0,51.14,3.172,219.2917287,6.3,507900.07,353652.23,321110.22,370350.84249999997
5,2011-12-09,367433.77,0,44.12,3.158,219.540637,6.3,376225.61,311906.7,278529.71,375994.1875
5,2011-12-16,379530.3,0,54.42,3.159,219.7596266,6.3,367433.77,307944.37,291024.98,389875.955
5,2011-12-23,458562.24,0,50.33,3.112,219.9387246,6.3,379530.3,507900.07,292315.38,407772.4375
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3,458562.24,376225.61,309111.47,395437.98
5,2012-01-06,312078.71,0,50.21,3.157,220.2969205,5.943,349624.88,367433.77,286117.72,388787.7975
5,2012-01-13,291454.52,0,48.86,3.261,220.4760185,5.943,312078.71,379530.3,306069.18,374949.0325
5,2012-01-20,287523.98,0,54.65,3.268,220.5694104,5.943,291454.52,458562.24,307035.11,352930.0875
5,2012-01-27,295974.22,0,54.63,3.29,220.6628023,5.943,287523.98,349624.88,353652.23,310170.5225
5,2012-02-03,333948.0,0,57.35,3.36,220.7561941,5.943,295974.22,312078.71,311906.7,296757.8575
5,2012-02-10,349239.88,1,48.57,3.409,220.849586,5.943,333948.0,291454.52,307944.37,302225.18
5,2012-02-17,356427.98,0,48.25,3.51,221.0106341,5.943,349239.88,287523.98,507900.07,316671.52
5,2012-02-24,312220.47,0,57.75,3.555,221.2224243,5.943,356427.98,295974.22,376225.61,333897.52
5,2012-03-02,359206.21,0,60.66,3.63,221.4342146,5.943,312220.47,333948.0,367433.77,337959.0825
5,2012-03-09,347295.6,0,57.69,3.669,221.6460048,5.943,359206.21,349239.88,379530.3,344273.635
5,2012-03-16,339392.54,0,63.55,3.734,221.7989713,5.943,347295.6,356427.98,458562.24,343787.56499999994
5,2012-03-23,321299.99,0,64.44,3.787,221.8735063,5.943,339392.54,312220.47,349624.88,339528.70499999996
5,2012-03-30,331318.73,0,67.76,3.845,221.9480412,5.943,321299.99,359206.21,312078.71,341798.58499999996
5,2012-04-06,402985.7,0,70.4,3.891,222.0225762,5.801,331318.73,347295.6,291454.52,334826.71499999997
5,2012-04-13,351832.03,0,70.56,3.891,222.0971111,5.801,402985.7,339392.54,287523.98,348749.24
5,2012-04-20,330063.06,0,67.33,3.877,222.1512315,5.801,351832.03,321299.99,295974.22,351859.1125
5,2012-04-27,324839.74,0,68.96,3.814,222.2053519,5.801,330063.06,331318.73,333948.0,354049.88
5,2012-05-04,360932.69,0,77.1,3.749,222.2594722,5.801,324839.74,402985.7,349239.88,352430.1325
5,2012-05-11,333870.52,0,73.45,3.688,222.3135926,5.801,360932.69,351832.03,356427.98,341916.88
5,2012-05-18,336189.66,0,70.45,3.63,222.330443,5.801,333870.52,330063.06,312220.47,337426.5025
5,2012-05-25,341994.48,0,78.23,3.561,222.3323853,5.801,336189.66,324839.74,359206.21,338958.15249999997
5,2012-06-01,359867.8,0,79.72,3.501,222.3343277,5.801,341994.48,360932.69,347295.6,343246.83749999997
5,2012-06-08,341704.59,0,81.02,3.452,222.33627,5.801,359867.8,333870.52,339392.54,342980.615
5,2012-06-15,327383.64,0,81.64,3.393,222.3492901,5.801,341704.59,336189.66,321299.99,344939.1325
5,2012-06-22,325041.68,0,80.57,3.346,222.3900046,5.801,327383.64,341994.48,331318.73,342737.6275
5,2012-06-29,329658.1,0,87.08,3.286,222.4307191,5.801,325041.68,359867.8,402985.7,338499.4275
5,2012-07-06,341214.43,0,82.35,3.227,222.4714336,5.603,329658.1,341704.59,351832.03,330947.0025
5,2012-07-13,316203.64,0,80.78,3.256,222.5121481,5.603,341214.43,327383.64,330063.06,330824.46249999997
5,2012-07-20,321205.12,0,81.05,3.311,222.5209358,5.603,316203.64,325041.68,324839.74,328029.4625
5,2012-07-27,306827.36,0,85.06,3.407,222.5297234,5.603,321205.12,329658.1,360932.69,327070.3225
5,2012-08-03,324195.17,0,86.91,3.417,222.5385111,5.603,306827.36,341214.43,333870.52,321362.6375
5,2012-08-10,306759.7,0,86.96,3.494,222.5472987,5.603,324195.17,316203.64,336189.66,317107.8225
5,2012-08-17,314014.18,0,87.52,3.571,222.6276753,5.603,306759.7,321205.12,341994.48,314746.83749999997
5,2012-08-24,320831.36,0,79.45,3.62,222.7617437,5.603,314014.18,306827.36,359867.8,312949.10250000004
5,2012-08-31,344642.01,0,84.25,3.638,222.8958121,5.603,320831.36,324195.17,341704.59,316450.1025
5,2012-09-07,350648.91,1,86.3,3.73,223.0298805,5.603,344642.01,306759.7,327383.64,321561.8125
5,2012-09-14,299800.67,0,76.65,3.717,223.1734167,5.603,350648.91,314014.18,325041.68,332534.115
5,2012-09-21,307306.76,0,71.09,3.721,223.3737593,5.603,299800.67,320831.36,329658.1,328980.7375
5,2012-09-28,310141.68,0,78.33,3.666,223.5741019,5.603,307306.76,344642.01,341214.43,325599.5875
5,2012-10-05,343048.29,0,71.17,3.617,223.7744444,5.422,310141.68,350648.91,316203.64,316974.505
5,2012-10-12,325345.41,0,66.24,3.601,223.974787,5.422,343048.29,299800.67,321205.12,315074.35
5,2012-10-19,313358.15,0,69.17,3.594,224.0192873,5.422,325345.41,307306.76,306827.36,321460.535
5,2012-10-26,319550.77,0,71.7,3.506,224.0378139,5.422,313358.15,310141.68,324195.17,322973.3825
6,2010-04-30,1498080.16,0,68.91,2.78,211.8942725,7.092,1540435.99,1770333.9,1652635.1,1624449.5175
6,2010-05-07,1619920.04,0,73.68,2.835,211.8442706,7.092,1498080.16,1667181.82,1606283.86,1556386.0825
6,2010-05-14,1524059.4,0,74.95,2.854,211.8421769,7.092,1619920.04,1519846.36,1567138.07,1544570.6375
6,2010-05-21,1531938.44,0,74.8,2.826,212.1275324,7.092,1524059.4,1540435.99,1432953.21,1545623.8975
6,2010-05-28,1644470.66,0,78.89,2.759,212.412888,7.092,1531938.44,1498080.16,1601348.82,1543499.51
6,2010-06-04,1857380.09,0,79.44,2.705,212.6982436,7.092,1644470.66,1619920.04,1558621.36,1580097.135
6,2010-06-11,1685652.35,0,81.81,2.668,212.9835992,7.092,1857380.09,1524059.4,1693058.91,1639462.1475
6,2010-06-18,1677248.24,0,83.89,2.637,212.9813843,7.092,1685652.35,1531938.44,1472033.38,1679860.3849999998
6,2010-06-25,1640681.88,0,84.2,2.653,212.8641412,7.092,1677248.24,1644470.66,1770333.9,1716187.835
6,2010-07-02,1759777.25,0,80.34,2.669,212.746898,6.973,1640681.88,1857380.09,1667181.82,1715240.64
6,2010-07-09,1690317.99,0,80.93,2.642,212.6296549,6.973,1759777.25,1685652.35,1519846.36,1690839.93
6,2010-07-16,1560120.8,0,83.75,2.623,212.6212163,6.973,1690317.99,1677248.24,1540435.99,1692006.3399999999
6,2010-07-23,1585240.92,0,83.9,2.608,212.7578505,6.973,1560120.8,1640681.88,1498080.16,1662724.48
6,2010-07-30,1532308.78,0,81.37,2.64,212.8944846,6.973,1585240.92,1759777.25,1619920.04,1648864.24
6,2010-08-06,1633241.59,0,86.61,2.627,213.0311188,6.973,1532308.78,1690317.99,1524059.4,1591997.1225
6,2010-08-13,1547654.98,0,86.83,2.692,213.1677529,6.973,1633241.59,1560120.8,1531938.44,1577728.0225
6,2010-08-20,1539930.5,0,87.36,2.664,213.1291427,6.973,1547654.98,1585240.92,1644470.66,1574611.5675000001
6,2010-08-27,1450766.12,0,85.71,2.619,213.0905324,6.973,1539930.5,1532308.78,1857380.09,1563283.9625000001
6,2010-09-03,1510925.32,0,82.15,2.577,213.0519222,6.973,1450766.12,1633241.59,1685652.35,1542898.2975
6,2010-09-10,1424225.44,1,78.78,2.565,213.013312,6.973,1510925.32,1547654.98,1677248.24,1512319.23
6,2010-09-17,1308537.75,0,81.78,2.582,213.0398643,6.973,1424225.44,1539930.5,1640681.88,1481461.845
6,2010-09-24,1275591.84,0,76.49,2.624,213.1152886,6.973,1308537.75,1450766.12,1759777.25,1423613.6575
6,2010-10-01,1328468.89,0,70.69,2.603,213.1907129,7.007,1275591.84,1510925.32,1690317.99,1379820.0875
6,2010-10-08,1360317.9,0,65.21,2.633,213.2661373,7.007,1328468.89,1424225.44,1560120.8,1334205.98
6,2010-10-15,1344580.92,0,68.93,2.72,213.3337977,7.007,1360317.9,1308537.75,1585240.92,1318229.095
6,2010-10-22,1332716.53,0,70.97,2.725,213.3820486,7.007,1344580.92,1275591.84,1532308.78,1327239.8875
6,2010-10-29,1385323.7,0,70.39,2.716,213.4302994,7.007,1332716.53,1328468.89,1633241.59,1341521.06
6,2010-11-05,1505442.15,0,59.9,2.689,213.4785503,7.007,1385323.7,1360317.9,1547654.98,1355734.7625
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,1505442.15,1344580.92,1539930.5,1392015.825
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,1495536.46,1332716.53,1450766.12,1429754.71
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,1518841.45,1385323.7,1510925.32,1476285.94
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,2267452.4,1505442.15,1424225.44,1696818.115
6,2010-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,1677067.24,1495536.46,1308537.75,1739724.3875
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,1834737.58,1518841.45,1275591.84,1824524.6675
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,2090268.95,2267452.4,1328468.89,1967381.5425
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,2727575.18,1677067.24,1360317.9,2082412.2375
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,1464050.02,1834737.58,1344580.92,2029157.9325
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,1350441.68,2090268.95,1332716.53,1908083.9575
6,2011-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,1306194.55,2727575.18,1385323.7,1712065.3575000002
6,2011-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,1261253.18,1464050.02,1505442.15,1345484.8575
6,2011-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,1287034.7,1350441.68,1495536.46,1301231.0274999999
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,1514999.17,1306194.55,1518841.45,1342370.4
6,2011-02-18,1572117.54,0,59.61,3.045,214.7775231,6.858,1486920.17,1261253.18,2267452.4,1387551.805
6,2011-02-25,1422600.43,0,62.86,3.065,215.0679731,6.858,1572117.54,1287034.7,1677067.24,1465267.895
6,2011-03-04,1502617.99,0,60.45,3.288,215.3584231,6.858,1422600.43,1514999.17,1834737.58,1499159.3275
6,2011-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,1502617.99,1486920.17,2090268.95,1496064.0325
6,2011-03-18,1685375.47,0,65.07,3.488,215.9035078,6.858,1494497.39,1572117.54,2727575.18,1497958.3375
6,2011-03-25,1438465.81,0,70.83,3.473,216.1438163,6.858,1685375.47,1422600.43,1464050.02,1526272.8199999998
6,2011-04-01,1459276.77,0,62.25,3.524,216.3841249,6.855,1438465.81,1502617.99,1350441.68,1530239.165
6,2011-04-08,1534594.0,0,70.35,3.622,216.6244334,6.855,1459276.77,1494497.39,1306194.55,1519403.8599999999
6,2011-04-15,1448797.02,0,73.17,3.743,216.8446627,6.855,1534594.0,1685375.47,1261253.18,1529428.0125000002
6,2011-04-22,1639358.93,0,74.24,3.807,217.0146941,6.855,1448797.02,1438465.81,1287034.7,1470283.4
6,2011-04-29,1479249.9,0,75.27,3.81,217.1847255,6.855,1639358.93,1459276.77,1514999.17,1520506.68
6,2011-05-06,1504651.57,0,65.42,3.906,217.3547569,6.855,1479249.9,1534594.0,1486920.17,1525499.9625
6,2011-05-13,1453185.65,0,76.95,3.899,217.5247882,6.855,1504651.57,1448797.02,1572117.54,1518014.355
6,2011-05-20,1382783.83,0,72.01,3.907,217.2896095,6.855,1453185.65,1639358.93,1422600.43,1519111.5125
6,2011-05-27,1523979.11,0,80.83,3.786,217.0544307,6.855,1382783.83,1479249.9,1502617.99,1454967.7375
6,2011-06-03,1705506.29,0,84.01,3.699,216.819252,6.855,1523979.11,1504651.57,1494497.39,1466150.04
6,2011-06-10,1598643.65,0,84.49,3.648,216.5840732,6.855,1705506.29,1453185.65,1685375.47,1516363.72
6,2011-06-17,1622150.33,0,87.08,3.637,216.5371616,6.855,1598643.65,1382783.83,1438465.81,1552728.22
6,2011-06-24,1543365.9,0,85.51,3.594,216.6314502,6.855,1622150.33,1523979.11,1459276.77,1612569.845
6,2011-07-01,1694551.15,0,87.0,3.524,216.7257388,6.925,1543365.9,1705506.29,1534594.0,1617416.5425
6,2011-07-08,1709373.62,0,88.36,3.48,216.8200275,6.925,1694551.15,1598643.65,1448797.02,1614677.7574999998
6,2011-07-15,1526801.24,0,88.93,3.575,216.9044732,6.925,1709373.62,1622150.33,1639358.93,1642360.25
6,2011-07-22,1526506.08,0,88.06,3.651,216.964312,6.925,1526801.24,1543365.9,1479249.9,1618522.9775
6,2011-07-29,1483991.05,0,90.22,3.682,217.0241507,6.925,1526506.08,1694551.15,1504651.57,1614308.0225
6,2011-08-05,1601584.57,0,91.46,3.684,217.0839894,6.925,1483991.05,1709373.62,1453185.65,1561667.9975
6,2011-08-12,1484995.38,0,90.49,3.638,217.1438281,6.925,1601584.57,1526801.24,1382783.83,1534720.735
6,2011-08-19,1493544.04,0,89.26,3.554,217.2069662,6.925,1484995.38,1526506.08,1523979.11,1524269.27
6,2011-08-26,1420405.41,0,90.07,3.523,217.2706543,6.925,1493544.04,1483991.05,1705506.29,1516028.76
6,2011-09-02,1481618.74,0,91.22,3.533,217.3343423,6.925,1420405.41,1601584.57,1598643.65,1500132.35
6,2011-09-09,1483574.38,1,80.21,3.546,217.3980304,6.925,1481618.74,1484995.38,1622150.33,1470140.8925
6,2011-09-16,1351407.79,0,84.94,3.526,217.5797506,6.925,1483574.38,1493544.04,1543365.9,1469785.6425
6,2011-09-23,1336044.75,0,78.49,3.467,217.9188471,6.925,1351407.79,1420405.41,1694551.15,1434251.58
6,2011-09-30,1307551.92,0,82.51,3.355,218.2579435,6.925,1336044.75,1481618.74,1709373.62,1413161.415
6,2011-10-07,1481739.2,0,74.1,3.285,218.59704,6.551,1307551.92,1483574.38,1526801.24,1369644.71
6,2011-10-14,1386520.99,0,71.24,3.274,218.9109844,6.551,1481739.2,1351407.79,1526506.08,1369185.915
6,2011-10-21,1417922.37,0,68.53,3.353,219.0740167,6.551,1386520.99,1336044.75,1483991.05,1377964.2149999999
6,2011-10-28,1419445.12,0,69.51,3.372,219.237049,6.551,1417922.37,1307551.92,1601584.57,1398433.62
6,2011-11-04,1523420.38,0,58.54,3.332,219.4000812,6.551,1419445.12,1481739.2,1484995.38,1426406.92
6,2011-11-11,1536176.54,0,61.33,3.297,219.5631135,6.551,1523420.38,1386520.99,1493544.04,1436827.2149999999
6,2011-11-18,1524390.07,0,63.89,3.308,219.7897137,6.551,1536176.54,1417922.37,1420405.41,1474241.1025
6,2011-11-25,2249811.55,1,62.78,3.236,220.0417412,6.551,1524390.07,1419445.12,1481618.74,1500858.0275
6,2011-12-02,1688531.34,0,51.18,3.172,220.2937686,6.551,2249811.55,1523420.38,1483574.38,1708449.635
6,2011-12-09,1903385.14,0,43.64,3.158,220.5457961,6.551,1688531.34,1536176.54,1351407.79,1749727.375
6,2011-12-16,2034695.56,0,53.27,3.159,220.7671856,6.551,1903385.14,1524390.07,1336044.75,1841529.525
6,2011-12-23,2644633.02,0,49.45,3.112,220.9477245,6.551,2034695.56,2249811.55,1307551.92,1969105.8975
6,2011-12-30,1598080.52,1,46.8,3.129,221.1282634,6.551,2644633.02,1688531.34,1481739.2,2067811.2650000001
6,2012-01-06,1395339.71,0,50.82,3.157,221.3088023,6.132,1598080.52,1903385.14,1386520.99,2045198.56
6,2012-01-13,1344243.17,0,48.33,3.261,221.4893412,6.132,1395339.71,2034695.56,1417922.37,1918187.2025
6,2012-01-20,1326255.7,0,55.37,3.268,221.5831306,6.132,1344243.17,2644633.02,1419445.12,1745574.105
6,2012-01-27,1315610.66,0,53.95,3.29,221.6769199,6.132,1326255.7,1598080.52,1523420.38,1415979.7750000001
6,2012-02-03,1496305.78,0,57.45,3.36,221.7707093,6.132,1315610.66,1395339.71,1536176.54,1345362.31
6,2012-02-10,1620603.92,1,48.58,3.409,221.8644987,6.132,1496305.78,1344243.17,1524390.07,1370603.8275
6,2012-02-17,1632616.09,0,49.03,3.51,222.026359,6.132,1620603.92,1326255.7,2249811.55,1439694.015
6,2012-02-24,1465187.71,0,59.17,3.555,222.2392726,6.132,1632616.09,1315610.66,1688531.34,1516284.1124999998
6,2012-03-02,1550385.65,0,60.32,3.63,222.4521862,6.132,1465187.71,1496305.78,1903385.14,1553678.375
6,2012-03-09,1569304.4,0,57.89,3.669,222.6650998,6.132,1550385.65,1620603.92,2034695.56,1567198.3425
6,2012-03-16,1748010.29,0,62.8,3.734,222.8186603,6.132,1569304.4,1632616.09,2644633.02,1554373.4625
6,2012-03-23,1495143.62,0,63.71,3.787,222.8930835,6.132,1748010.29,1465187.71,1598080.52,1583222.0125000002
6,2012-03-30,1508933.26,0,67.91,3.845,222.9675066,6.132,1495143.62,1550385.65,1395339.71,1590710.9899999998
6,2012-04-06,1840131.19,0,71.6,3.891,223.0419298,5.964,1508933.26,1569304.4,1344243.17,1580347.8925
6,2012-04-13,1616394.45,0,71.29,3.891,223.1163529,5.964,1840131.19,1748010.29,1326255.7,1648054.5899999999
6,2012-04-20,1456073.24,0,68.64,3.877,223.17092,5.964,1616394.45,1495143.62,1315610.66,1615150.6300000001
6,2012-04-27,1456221.1,0,71.5,3.814,223.2254871,5.964,1456073.24,1508933.26,1496305.78,1605383.0350000001
6,2012-05-04,1543461.12,0,77.66,3.749,223.2800541,5.964,1456221.1,1840131.19,1620603.92,1592204.9949999999
6,2012-05-11,1517075.67,0,72.66,3.688,223.3346212,5.964,1543461.12,1616394.45,1632616.09,1518037.4775
6,2012-05-18,1513635.64,0,70.5,3.63,223.3511928,5.964,1517075.67,1456073.24,1465187.71,1493207.7825
6,2012-05-25,1603793.42,0,78.47,3.561,223.3525662,5.964,1513635.64,1456221.1,1550385.65,1507598.3824999998
6,2012-06-01,1681121.38,0,80.39,3.501,223.3539397,5.964,1603793.42,1543461.12,1569304.4,1544491.4625
6,2012-06-08,1696619.52,0,80.5,3.452,223.3553131,5.964,1681121.38,1517075.67,1748010.29,1578906.5274999999
6,2012-06-15,1642247.48,0,82.1,3.393,223.3680933,5.964,1696619.52,1513635.64,1495143.62,1623792.49
6,2012-06-22,1618272.25,0,81.2,3.346,223.4093906,5.964,1642247.48,1603793.42,1508933.26,1655945.4500000002
6,2012-06-29,1648863.46,0,87.35,3.286,223.4506878,5.964,1618272.25,1681121.38,1840131.19,1659565.1575000002
6,2012-07-06,1876359.39,0,82.95,3.227,223.4919851,5.668,1648863.46,1696619.52,1616394.45,1651500.6774999998
6,2012-07-13,1588142.26,0,80.27,3.256,223.5332824,5.668,1876359.39,1642247.48,1456073.24,1696435.645
6,2012-07-20,1574361.97,0,81.57,3.311,223.5424501,5.668,1588142.26,1618272.25,1456221.1,1682909.3399999999
6,2012-07-27,1513229.16,0,85.78,3.407,223.5516178,5.668,1574361.97,1648863.46,1543461.12,1671931.7699999998
6,2012-08-03,1627274.93,0,87.55,3.417,223.5607856,5.668,1513229.16,1876359.39,1517075.67,1638023.1949999998
6,2012-08-10,1588380.73,0,87.04,3.494,223.5699533,5.668,1627274.93,1588142.26,1513635.64,1575752.0799999998
6,2012-08-17,1543049.52,0,87.53,3.571,223.6510224,5.668,1588380.73,1574361.97,1603793.42,1575811.6975
6,2012-08-24,1501095.49,0,79.03,3.62,223.7860175,5.668,1543049.52,1513229.16,1681121.38,1567983.585
6,2012-08-31,1577439.81,0,83.58,3.638,223.9210125,5.668,1501095.49,1627274.93,1696619.52,1564950.1675
6,2012-09-07,1608077.01,1,86.33,3.73,224.0560076,5.668,1577439.81,1588380.73,1642247.48,1552491.3875000002
6,2012-09-14,1375166.86,0,76.41,3.717,224.2004678,5.668,1608077.01,1543049.52,1618272.25,1557415.4575
6,2012-09-21,1425603.65,0,70.81,3.721,224.4017192,5.668,1375166.86,1501095.49,1648863.46,1515444.7925
6,2012-09-28,1369131.46,0,77.82,3.666,224.6029706,5.668,1425603.65,1577439.81,1876359.39,1496571.8325
6,2012-10-05,1518177.71,0,70.84,3.617,224.804222,5.329,1369131.46,1608077.01,1588142.26,1444494.7449999999
6,2012-10-12,1459396.84,0,65.43,3.601,225.0054733,5.329,1518177.71,1375166.86,1574361.97,1422019.92
6,2012-10-19,1436883.99,0,69.68,3.594,225.0501013,5.329,1459396.84,1425603.65,1513229.16,1443077.415
6,2012-10-26,1431426.34,0,72.34,3.506,225.0686254,5.329,1436883.99,1369131.46,1627274.93,1445897.5
7,2010-04-30,373655.61,0,38.99,2.766,189.575127,8.963,404751.25,561145.14,496725.44,464096.9575
7,2010-05-07,395453.83,0,40.07,2.771,189.5312483,8.963,373655.61,484263.25,524104.92,417224.57499999995
7,2010-05-14,372673.61,0,41.41,2.788,189.4904116,8.963,395453.83,406228.19,506760.54,395022.22
7,2010-05-21,395195.65,0,46.6,2.776,189.467827,8.963,372673.61,404751.25,496083.24,386633.57499999995
7,2010-05-28,442734.55,0,54.24,2.737,189.4452425,8.963,395195.65,373655.61,491419.55,384244.675
7,2010-06-04,509183.22,0,53.63,2.7,189.422658,8.963,442734.55,395453.83,480452.1,401514.41000000003
7,2010-06-11,498580.87,0,63.59,2.684,189.4000734,8.963,509183.22,372673.61,574450.23,429946.7575
7,2010-06-18,481144.09,0,52.7,2.674,189.4185259,8.963,498580.87,395195.65,514731.6,461423.57249999995
7,2010-06-25,553714.87,0,59.94,2.715,189.4533931,8.963,481144.09,442734.55,561145.14,482910.6825
7,2010-07-02,575570.77,0,61.31,2.728,189.4882603,9.017,553714.87,509183.22,484263.25,510655.76249999995
7,2010-07-09,593462.34,0,58.0,2.711,189.5231276,9.017,575570.77,498580.87,406228.19,527252.65
7,2010-07-16,557166.35,0,62.19,2.699,189.6125456,9.017,593462.34,481144.09,404751.25,550973.0175000001
7,2010-07-23,570231.21,0,64.64,2.691,189.774698,9.017,557166.35,553714.87,373655.61,569978.5825
7,2010-07-30,603547.16,0,66.07,2.69,189.9368504,9.017,570231.21,575570.77,395453.83,574107.6675
7,2010-08-06,643854.17,0,61.7,2.69,190.0990028,9.017,603547.16,593462.34,372673.61,581101.7649999999
7,2010-08-13,598185.4,0,60.13,2.723,190.2611552,9.017,643854.17,557166.35,395195.65,593699.7225
7,2010-08-20,582353.17,0,59.59,2.732,190.2948237,9.017,598185.4,570231.21,442734.55,603954.485
7,2010-08-27,554309.24,0,57.57,2.731,190.3284922,9.017,582353.17,603547.16,509183.22,606984.975
7,2010-09-03,532765.05,0,49.84,2.773,190.3621607,9.017,554309.24,643854.17,498580.87,594675.495
7,2010-09-10,535769.32,1,48.5,2.78,190.3958293,9.017,532765.05,598185.4,481144.09,566903.2150000001
7,2010-09-17,489408.53,0,48.56,2.8,190.4688287,9.017,535769.32,582353.17,553714.87,551299.1950000001
